AfricanOwl_01-GBS	AfricanOwl_01-WGS	AfricanOwl_02-GBS	AltenburgTrumpeter_01-GBS	AmericanFlyingTumbler_01-GBS	AmericanGiantHomer_01-GBS	AmericanShowRacer_01-GBS	AmericanShowRacer_02-GBS	AmericanShowRacer_03-GBS	AmericanShowRacer_04-GBS	AncientTumbler_01-GBS	Archangel_01-GBS	Archangel_01-WGS	Archangel_02-GBS	Archangel_03-GBS	Archangel_04-GBS	Archangel_05-GBS	BackaTumbler_01-GBS	Barb_01-GBS	BerlinLongFacedTumbler_01-GBS	BerlinLongFacedTumbler_01-WGS	BerlinLongFacedTumbler_02-GBS	BirminghamRoller_01-GBS	BirminghamRoller_01-WGS	BirminghamRoller_02-GBS	BirminghamRoller_03-GBS	BirminghamRoller_04-GBS	BirminghamRoller_05-GBS	BirminghamRoller_06-GBS	BirminghamRoller_07-GBS	BirminghamRoller_08-GBS	BirminghamRoller_09-GBS	BirminghamRoller_10-GBS	BirminghamRoller_11-GBS	BudapestTumbler_01-GBS	BudapestTumbler_02-GBS	CaliforniaColorPigeon_01-GBS	Carneau_01-GBS	Carneau_01-WGS	CatalonianTumbler_01-GBS	ChineseOwl_01-WGS	ChineseOwl_02-GBS	ChineseOwl_03-GBS	ChineseOwl_04-GBS	ChineseOwl_05-GBS	ChineseOwl_06-GBS	ChineseOwl_07-GBS	ChineseOwl_08-GBS	ChineseOwl_09-GBS	ChineseOwl_10-GBS	ChineseOwl_11-GBS	ChineseOwl_12-GBS	Crupestris_01-WGS	Cumulet_01-GBS	Cumulet_01-WGS	Cumulet_02-GBS	Cumulet_03-GBS	DanishTumbler_01-WGS	DanishTumbler_02-GBS	Dragoon_01-GBS	EgyptianSwift_01-GBS	EgyptianSwift_01-WGS	EnglishCarrier_01-WGS	EnglishCarrier_02-GBS	EnglishCarrier_03-GBS	EnglishCarrier_04-GBS	EnglishCarrier_05-GBS	EnglishCarrier_06-GBS	EnglishLongFacedTumbler_01-WGS	EnglishPouter_01-GBS	EnglishPouter_01-WGS	EnglishTrumpeter_01-GBS	EnglishTrumpeter_01-WGS	EnglishTrumpeter_02-GBS	EnglishTrumpeter_03-GBS	EnglishTrumpeter_04-GBS	EnglishTrumpeter_05-GBS	EnglishTrumpeter_06-GBS	EnglishTrumpeter_07-GBS	EnglishTrumpeter_08-GBS	EnglishTrumpeter_09-GBS	Fantail_01-WGS	Fantail_02-GBS	Fantail_03-GBS	Fantail_04-GBS	Fantail_05-GBS	Fantail_06-GBS	Fantail_07-GBS	Fantail_08-GBS	Fantail_09-GBS	Fantail_10-GBS	Fantail_11-GBS	Fantail_12-GBS	Fantail_13-GBS	Fantail_14-GBS	Fantail_15-GBS	Fantail_16-GBS	FeralUT_01-GBS	FeralUT_01-WGS	FeralVA_01-WGS	Frillback_01-WGS	Frillback_02-GBS	HelmetMediumFacedCrested_01-GBS	HelmetMediumFacedCrested_02-GBS	HelmetMediumFacedCrested_03-GBS	HelmetMediumFacedCrested_04-GBS	HelmetMediumFacedCrested_05-GBS	HelmetMediumFacedCrested_06-GBS	HolleCropper_01-GBS	HolleCropper_02-GBS	HorsemanPouter_01-GBS	IcePigeon_01-WGS	IndianFantail_01-GBS	IndianFantail_01-WGS	IndianFantail_02-GBS	IndianFantail_02-WGS	IndianFantail_03-GBS	IndianFantail_04-GBS	IndianFantail_05-GBS	IndianFantail_06-GBS	IndianFantail_07-GBS	IndianFantail_08-GBS	IndianFantail_09-GBS	IndianFantail_10-GBS	IndianFantail_11-GBS	IndianFantail_12-GBS	IndianFantail_13-GBS	IndianFantail_14-GBS	IndianFantail_15-GBS	IndianFantail_16-GBS	IndianFantail_17-GBS	IndianFantail_18-GBS	IndianFantail_19-GBS	IndianFantail_20-GBS	IranianTumbler_01-GBS	IranianTumbler_01-WGS	IranianTumbler_02-GBS	ItalianOwl_01-GBS	ItalianOwl_02-GBS	ItalianOwl_03-GBS	Jacobin_01-GBS	Jacobin_01-WGS	Jacobin_02-GBS	Jacobin_03-GBS	King_01-WGS	King_02-GBS	King_03-GBS	Lahore_01-WGS	Lahore_02-GBS	Laugher_01-GBS	Laugher_01-WGS	Lebanon_01-GBS	Lebanon_01-WGS	Lebanon_02-GBS	Maltese_01-GBS	MarcheneroPouter_01-GBS	MarcheneroPouter_01-WGS	MindianFantail_01-GBS	MindianFantail_02-GBS	MindianFantail_03-GBS	Mookee_01-GBS	Mookee_01-WGS	Mookee_02-GBS	Mookee_03-GBS	OldDutchCapuchine_01-GBS	OldDutchCapuchine_02-GBS	OldDutchCapuchine_03-GBS	OldDutchCapuchine_04-GBS	OldGermanOwl_01-GBS	OldGermanOwl_02-GBS	OldGermanOwl_03-GBS	OrientalFrill_01-WGS	OrientalRoller_01-GBS	OrientalRoller_01-WGS	OrientalRoller_02-GBS	OrientalRoller_03-GBS	OrientalRoller_04-GBS	OrientalRoller_05-GBS	OrientalRoller_06-GBS	OrientalRoller_07-GBS	OrientalRoller_08-GBS	PBGP_1-Blank-GBS	PBGP_2-Blank-GBS	ParlorRoller_01-GBS	ParlorRoller_01-WGS	ParlorRoller_02-GBS	ParlorRoller_03-GBS	ParlorRoller_04-GBS	PolishLynx_01-GBS	PomeranianPouter_01-GBS	PomeranianPouter_02-GBS	PomeranianPouter_03-WGS	PomeranianPouter_04-WGS	PortugueseTumbler_01-GBS	PortugueseTumbler_02-GBS	PortugueseTumbler_03-GBS	PygmyPouter_01-GBS	RacingHomer_01-GBS	RacingHomer_01-WGS	RacingHomer_02-WGS	RacingHomer_03-GBS	RacingHomer_04-WGS	RacingHomer_05-WGS	RacingHomer_06-WGS	RacingHomer_07-WGS	RacingHomer_08-WGS	RacingHomer_09-WGS	RacingHomer_10-WGS	RacingHomer_11-WGS	Runt_01-WGS	SaxonFairySwallow_01-GBS	SaxonMonk_01-GBS	SaxonMonk_01-WGS	SaxonPouter_01-WGS	Scandaroon_01-WGS	Scandaroon_02-GBS	SchmalkaldenerMohrenkopf_01-GBS	Shakhsharli_01-GBS	Shakhsharli_01-WGS	ShowTypeHomer_01-GBS	ShowTypeHomer_02-GBS	ShowTypeHomer_03-GBS	SpanishBarb_01-WGS	Starling_01-GBS	Starling_01-WGS	Starling_02-GBS	Starling_03-GBS	Starling_04-GBS	Starling_05-GBS	SyrianDewlap_01-GBS	SyrianDewlap_01-WGS	TemescheburgerSchecken_01-GBS	ThuringerCleanLeg_01-GBS	VoorburgShieldCropper_01-GBS	VoorburgShieldCropper_02-GBS	VoorburgShieldCropper_03-GBS	WestofEnglandTumbler_01-GBS	WestofEnglandTumbler_02-GBS	WestofEnglandTumbler_03-GBS	WestofEnglandTumbler_04-GBS	WestofEnglandTumbler_05-GBS	WestofEnglandTumbler_06-GBS	WestofEnglandTumbler_07-GBS	WestofEnglandTumbler_08-GBS
Cluster: 1 Size: 447	0.991051454138704	1	0.991051454138702	0.995525727069354	0.953020134228188	1	0.803131991051456	0.98434004474273	0.988814317673377	0.854586129753914	0.993288590604029	0.988814317673378	1	0.982102908277405	0.979865771812082	0.96868008948546	0.977628635346756	0.957494407158836	0.926174496644296	0.997762863534677	1	0.984340044742728	0.964205816554807	0.997762863534676	0.997762863534675	0.984340044742729	0.997762863534677	0.807606263982104	0.993288590604027	0.181208053691275	1	0.997762863534676	0.995525727069353	0.997762863534675	0.993288590604026	0.997762863534675	0	0.100671140939597	1	0.944071588366893	0.99552572706935	0.999999999999998	0.997762863534678	0.97986577181208	0.986577181208053	0.908277404921701	0.984340044742731	0.997762863534674	0.997762863534676	0.975391498881432	0.997762863534675	0.995525727069351	0.997762863534673	0.997762863534674	0.999999999999997	0.9910514541387	0.966442953020136	1	0.993288590604025	0.993288590604028	0.993288590604028	0.999999999999997	1	0.984340044742731	0.912751677852348	0.968680089485457	0.995525727069355	0.986577181208055	0.997762863534675	0.0111856823266219	0.999999999999997	0.991051454138701	0.999999999999997	0.997762863534676	1	1	1	0.0335570469798657	0.993288590604028	0.993288590604028	1	1	0.995525727069353	0.997762863534676	0.993288590604028	0.955257270693513	0.223713646532438	0.991051454138702	0.966442953020136	0.995525727069352	0.999999999999998	0.993288590604026	0.997762863534675	0.993288590604029	0.416107382550336	0.997762863534677	0.995525727069351	0.961968680089486	0.986577181208055	0.993288590604029	0.999999999999997	0.986577181208056	0.988814317673377	0.991051454138702	0.995525727069348	0.829977628635349	0.979865771812081	0.991051454138701	0.995525727069352	0.986577181208052	0.98881431767338	0.999999999999999	0.257270693512304	0.986577181208054	1	1	0.993288590604029	0.838926174496644	1	0.995525727069352	0.997762863534677	0.997762863534677	0.955257270693512	0.997762863534675	0.997762863534675	1	0.997762863534678	0.991051454138701	0.997762863534677	0.993288590604027	0.995525727069355	0.921700223713647	0.944071588366892	0.99552572706935	0.888143176733782	1	0.800894854586132	0.993288590604029	0.995525727069351	0.9910514541387	0.525727069351229	0.999999999999999	0.997762863534678	0.932885906040267	0.999999999999999	0.979865771812081	0.988814317673379	1	0.988814317673379	0.979865771812083	0.979865771812079	0.749440715883668	1	0.993288590604027	0.975391498881431	0.910514541387025	1	0	0.993288590604026	0.973154362416107	0.357941834451902	1	0.997762863534677	0.995525727069351	0.977628635346758	0.988814317673379	0.997762863534676	0.995525727069353	0.979865771812081	1	0.997762863534676	0.997762863534676	0.892617449664428	0.995525727069352	0.988814317673379	0.982102908277405	0.995525727069349	0.995525727069351	0.995525727069351	1	0	0	0	0.9910514541387	0.997762863534674	0.997762863534677	0	1	0.98881431767338	0.993288590604025	0.970917225950783	0.00894854586129751	0.0111856823266219	0.991051454138703	0.856823266219241	0.977628635346755	0.901565995525728	0.993288590604026	0.999999999999999	1	0.456375838926175	1	1	1	1	0.999999999999999	1	1	1	0.999999999999997	0.988814317673378	0.991051454138702	0.997762863534673	0.999999999999997	0.997762863534675	0.993288590604029	0.997762863534675	0.986577181208054	1	1	0.997762863534675	1	1	0	0.997762863534676	0.975391498881433	0.991051454138703	0.957494407158835	1	0.988814317673374	1	0.847874720357943	0.97539149888143	0.948545861297538	0.991051454138706	0.995525727069348	0.993288590604027	1	0.995525727069352	1	0.984340044742729	0.986577181208052	0.995525727069352	0.995525727069351
Cluster: 2 Size: 291	0	0.996563573883162	0.0481099656357393	0.0859106529209619	0.0206185567010308	0.120274914089347	0	0	0	0	0.0515463917525772	0.0103092783505154	1	0.00343642611683838	0.0378006872852232	0.00343642611683847	0.0171821305841924	0	0.00687285223367697	0.0309278350515466	1	0	0	1	0	0.00343642611683851	0.0137457044673538	0	0.00343642611683847	0	0.0481099656357385	0.00343642611683845	0.195876288659794	0.0343642611683847	0	0.0549828178694165	0	0	1	0.0206185567010308	0.996563573883159	0.0652920962199315	0.00687285223367699	0	0	0	3.44485679958796e-17	0.168384879725086	0.0309278350515463	0	1	0.0756013745704465	1	0.0103092783505155	1	0.010309278350515	0.0103092783505155	1	6.81847667292877e-17	0.109965635738831	0.0378006872852233	1	0.99656357388316	0.00343642611683853	0	0	0.0171821305841923	0.013745704467354	1	0	1	0	1	0.254295532646049	0.013745704467354	0.154639175257733	0.00687285223367686	0	0.0103092783505154	0.189003436426117	0.0137457044673538	1	0.0103092783505153	0.0171821305841927	0	0	0	0.0034364261168385	0	0.0240549828178693	0.0103092783505154	0.00687285223367702	0.0171821305841924	0.0756013745704468	0	0.161512027491409	0.113402061855671	0	0.996563573883156	1	1	0.254295532646048	0.00343642611683846	0.079037800687285	0.0137457044673538	0	0	0.0412371134020618	0.0584192439862538	0.00687285223367695	0.0171821305841924	1	0	0.996563573883161	0.0240549828178694	0.999999999999999	0.041237113402062	0	0.013745704467354	0.0240549828178693	0.034364261168385	0.0790378006872853	0	0.0206185567010308	0.00343642611683847	0.185567010309278	0.0103092783505155	0.00687285223367692	0.0549828178694159	0.00343642611683847	0.082474226804124	0	0.00343642611683848	0.0137457044673539	0	1	0	0.00687285223367696	0.00343642611683844	0.0034364261168385	0	0.99656357388316	0	0	0.996563573883157	0	0.0240549828178696	1	0	0	0.986254295532649	0	1	0.00343642611683851	0.00687285223367696	0	0.996563573883165	0	4.29209932200447e-19	3.12607900619326e-17	0	1	0.0721649484536082	0.216494845360824	0.00343642611683851	0.0137457044673539	0.103092783505155	0.00343642611683849	0	0.058419243986254	0.0756013745704466	0.989690721649485	0	1	0.00343642611683849	0	9.07376622292508e-17	0.0206185567010311	0.0034364261168385	0.130584192439861	0	5.27943119729198e-19	0	0.00343642611683845	1.00000000000001	0.0206185567010309	0	0.054982817869416	0.00343642611683847	0.00343642611683847	0.0171821305841924	0.0171821305841925	0.0309278350515465	0.0171821305841923	0	5.83010157905607e-18	0	0.00343642611683852	1	1	0	1	1	1	1	1	0.996563573883162	1	1	1	0.00343642611683839	0.0103092783505154	1	1	1	0.0274914089347082	0.0893470790378009	0.0240549828178693	1	0.123711340206187	0.986254295532648	0.522336769759447	1	0	1	3.48867198016676e-17	0.00343642611683852	2.14679481713453e-17	0.0378006872852253	0.00343642611683844	1	0.00343642611683845	0.0206185567010307	0	0.0103092783505154	0.00687285223367692	0.0584192439862543	0.00343642611683844	0	0.0343642611683847	0	0	0.0206185567010311	0.993127147766325
Cluster: 3 Size: 79	0.392405063291139	1	0.417721518987342	0.518987341772152	0.367088607594937	0.620253164556962	0.443037974683544	0.582278481012658	0.594936708860759	0.443037974683544	0.430379746835443	0.658227848101266	1	0.607594936708861	0.569620253164557	0.759493670886076	0.708860759493671	0.430379746835443	0.443037974683544	0.443037974683544	1	0.354430379746835	0.341772151898734	0.987341772151899	0.481012658227848	0.645569620253165	0.443037974683544	0.354430379746835	0.430379746835443	0.481012658227848	0.50632911392405	0.341772151898734	0.379746835443038	0.341772151898734	0.278481012658228	0.392405063291139	0.468354430379747	0.455696202531646	1	0.506329113924051	1	0.759493670886076	0.822784810126582	0.69620253164557	0.822784810126582	0.810126582278481	0.772151898734177	0.848101265822785	0.784810126582279	0.721518987341772	0.79746835443038	0.734177215189873	0.987341772151899	0.392405063291139	0.987341772151899	0.278481012658228	0.278481012658228	1	0.569620253164557	0.455696202531646	0.417721518987342	1	1	0.658227848101266	0.481012658227848	0.544303797468354	0.430379746835443	0.493670886075949	0.974683544303797	0.341772151898734	1	0.455696202531645	0.987341772151899	0.316455696202532	0.417721518987342	0.329113924050633	0.468354430379747	0.139240506329114	0.367088607594937	0.329113924050633	0.430379746835443	0.987341772151899	0.151898734177215	0.164556962025316	0.215189873417721	0.240506329113924	0.0886075949367088	0.0886075949367089	0.20253164556962	0.151898734177215	0.126582278481013	0.151898734177215	0.177215189873418	0.164556962025316	0.113924050632911	0.0632911392405063	0.177215189873418	0.481012658227848	0.949367088607595	0.987341772151899	1	0.506329113924051	0.417721518987342	0.417721518987342	0.40506329113924	0.455696202531646	0.430379746835443	0.455696202531646	0.70886075949367	0.696202531645569	0.822784810126583	0.987341772151899	0.126582278481013	0.962025316455696	0.240506329113924	1	0.291139240506329	0.126582278481013	0.189873417721519	0.20253164556962	0.139240506329114	0.139240506329114	0.215189873417722	0.151898734177215	0.177215189873418	0.240506329113924	0.0759493670886076	0.164556962025317	0.189873417721519	0.139240506329114	0.215189873417722	0.126582278481013	0.139240506329114	0.177215189873418	0.405063291139241	1	0.455696202531646	0.531645569620253	0.531645569620253	0.417721518987342	0.481012658227848	1	0.658227848101266	0.556962025316455	0.987341772151899	0.620253164556962	0.620253164556962	0.987341772151899	0.518987341772152	0.417721518987342	1	0.455696202531646	0.987341772151899	0.379746835443038	0.506329113924051	0.379746835443038	1	0	0.291139240506329	0.227848101265823	0.215189873417722	0.987341772151899	0.341772151898734	0.30379746835443	0.430379746835443	0.493670886075949	0.50632911392405	0.417721518987342	0.417721518987342	0.493670886075949	0.417721518987342	0.987341772151899	0.417721518987342	0.987341772151899	0.354430379746835	0.455696202531646	0.354430379746835	0.367088607594937	0.481012658227848	0.392405063291139	0	0	0	0.354430379746835	0.987341772151899	0.265822784810127	0.0253164556962025	0.316455696202532	0.645569620253165	0.810126582278481	0.848101265822785	0.0126582278481013	0.0126582278481013	0.430379746835443	0.354430379746835	0.341772151898734	0.734177215189874	0.632911392405063	1	1	0.468354430379747	1	1	1	1	1	1	1	1	1	0.569620253164557	0.531645569620253	1	0.987341772151899	0.987341772151899	0.493670886075949	0.582278481012658	0.392405063291139	0.987341772151899	0.569620253164557	0.607594936708861	0.632911392405063	1	0	0.987341772151899	0.468354430379747	0.632911392405063	0.569620253164557	0.506329113924051	0.607594936708861	0.987341772151899	0.367088607594937	0.443037974683545	0.746835443037974	0.759493670886076	0.759493670886076	0.468354430379747	0.481012658227848	0.417721518987342	0.569620253164557	0.392405063291139	0.620253164556962	0.443037974683544	0.443037974683544
Cluster: 4 Size: 480	0	1	0.00208333333333333	1.75640751942652e-18	0	0.00625	0	0.00208333333333333	0.00208333333333333	0	3.76760254938713e-19	0	0.9875	0	0	0	0	0	0.00208333333333333	0	0.979166666666666	0	0	0.883333333333333	0	0	0	0	0	0	0	0	0.00416666666666667	0	0.00208333333333333	0	0.00208333333333333	0	0.98125	0	0.925	0	9.23378850233488e-19	0	0	0	0	9.23378850233488e-19	0	0	0.00208333333333333	0	0.993750000000001	0	0.977083333333334	0	0.00208333333333334	1	0.00416666666666667	2.2452019988554e-18	0	0.945833333333333	0.924999999999999	0.00208333333333333	0	0	0	0	0.964583333333334	0	0.920833333333334	0	0.985416666666667	0.00625	0	0.00416666666666667	0	0	0.00208333333333334	0.00208333333333333	0.00208333333333333	0.997916666666667	0	0	0	0	0	0.00208333333333333	0	0	0.00208333333333333	0.00208333333333333	0	3.76760254938713e-19	0	0	0.00208333333333333	0	0.975	0.95625	0.964583333333334	0.00416666666666667	0	0.00625	0.00208333333333333	0	0	0.00208333333333333	0	0	0.00208333333333333	0.95625	0	0.1375	0.00208333333333333	1	0.00208333333333333	0	0	3.76760254938713e-19	0	0.00208333333333333	0	0	0	2.30844712558372e-18	0	0	9.23378850233488e-19	0	3.76760254938713e-19	0	0	0	0	0.975000000000001	0	0	0	0	0	0.916666666666667	0	0	0.962499999999999	0	0	0.979166666666666	9.23378850233488e-19	0.00208333333333333	0.08125	0	0.991666666666667	0	0	0.00208333333333333	0.989583333333333	0	0	0	0	0.960416666666666	0	0	0	0	0	0	0	0.00208333333333333	0.00208333333333333	0.21875	0	0.797916666666666	0	0	0.00208333333333333	0	0	0.00208333333333333	0	0	0	0	0.5125	0	0	0	3.76760254938713e-19	0	0	0.0125	0.0208333333333333	0.00208333333333333	0	0	0	0	0.9875	0.970833333333333	0	0.995833333333333	0.991666666666667	0.99375	0.995833333333333	0.991666666666666	0.997916666666667	0.995833333333333	0.995833333333333	0.993750000000001	0.00208333333333333	1.75640751942652e-18	0.972916666666666	0.991666666666667	0.883333333333334	0.00416666666666667	0	0	0.981250000000001	0.00416666666666667	0.00208333333333334	0.00833333333333333	0.985416666666668	0	0.979166666666666	0.00208333333333333	0	0	0	9.23378850233488e-19	0.922916666666667	0	0	0	0	0	3.76760254938713e-19	0	0	0	0	0	0	0.00416666666666667
Cluster: 5 Size: 78	0.628205128205128	1	0.525641025641026	0.397435897435898	0.692307692307692	0.666666666666667	0.602564102564102	0.58974358974359	0.653846153846154	0.58974358974359	0.525641025641026	0.448717948717949	1	0.346153846153846	0.371794871794872	0.371794871794872	0.282051282051282	0.615384615384615	0.525641025641025	0.525641025641026	1	0.602564102564103	0.717948717948717	1	0.67948717948718	0.692307692307692	0.666666666666666	0.653846153846154	0.628205128205128	0.384615384615385	0.769230769230769	0.794871794871795	0.576923076923077	0.73076923076923	0.538461538461539	0.628205128205128	0.307692307692308	0.256410256410256	1	0.435897435897436	0.987179487179487	0.294871794871795	0.230769230769231	0.384615384615385	0.307692307692308	0.179487179487179	0.307692307692308	0.333333333333333	0.307692307692308	0.217948717948718	0.384615384615385	0.307692307692308	1	0.730769230769231	1	0.705128205128205	0.564102564102564	1	0.525641025641026	0.743589743589743	0.5	1	1	0.666666666666667	0.666666666666667	0.615384615384616	0.666666666666667	0.717948717948718	1	0.128205128205128	1	0.423076923076923	1	0.435897435897436	0.423076923076923	0.448717948717949	0.435897435897436	0.17948717948718	0.358974358974359	0.346153846153846	0.435897435897436	1	0.0641025641025641	0.102564102564103	0.0897435897435897	0.0512820512820513	0.076923076923077	0.153846153846154	0.0384615384615385	0.0641025641025641	0.115384615384615	0.102564102564103	0.115384615384615	0.102564102564103	0.115384615384615	0.0897435897435897	0.0512820512820513	0.653846153846154	0.987179487179487	1	1	0.333333333333333	0.538461538461538	0.58974358974359	0.487179487179487	0.5	0.538461538461538	0.5	0.307692307692308	0.397435897435897	0.384615384615385	1	0.153846153846154	1	0.243589743589744	1	0.705128205128205	0.0897435897435898	0.205128205128205	0.128205128205128	0.115384615384616	0.17948717948718	0.17948717948718	0.153846153846154	0.0897435897435898	0.179487179487179	0.205128205128205	0.269230769230769	0.141025641025641	0.230769230769231	0.179487179487179	0.205128205128205	0.153846153846154	0.166666666666667	0.397435897435897	1	0.641025641025641	0.576923076923077	0.461538461538462	0.512820512820513	0.256410256410256	1	0.653846153846154	0.435897435897436	1	0.346153846153846	0.5	1	0.448717948717949	0.346153846153846	0.974358974358974	0.5	1	0.551282051282051	0.551282051282051	0.282051282051282	1	0	0.192307692307692	0.294871794871795	0.333333333333333	1	0.487179487179487	0.564102564102564	0.461538461538461	0.282051282051282	0.358974358974359	0.525641025641025	0.333333333333333	0.474358974358975	0.5	0.987179487179487	0.653846153846154	1	0.67948717948718	0.653846153846154	0.794871794871795	0.705128205128205	0.782051282051282	0.794871794871795	0	0	0	0.551282051282051	0.974358974358974	0.525641025641026	0.0897435897435897	0.487179487179487	0.512820512820513	0.538461538461538	0.525641025641026	0.0128205128205128	0.0128205128205128	0.871794871794872	0.615384615384615	0.538461538461538	0.358974358974359	0.58974358974359	1	1	0.435897435897436	1	1	0.987179487179487	1	1	1	1	1	1	0.217948717948718	0.487179487179487	1	1	0.987179487179487	0.461538461538462	0.371794871794872	0.435897435897436	1	0.551282051282051	0.564102564102564	0.525641025641026	1	0	1	0.384615384615385	0.525641025641026	0.41025641025641	0.5	0.5	1	0.41025641025641	0.358974358974359	0.358974358974359	0.358974358974359	0.384615384615385	0.782051282051282	0.602564102564103	0.717948717948718	0.692307692307693	0.628205128205128	0.769230769230769	0.641025641025641	0.858974358974359
Cluster: 6 Size: 3170	0	0.993059936908519	0.000315457413249212	0	0	0.000315457413249212	0	0.000630914826498423	0.000315457413249212	0	5.72882851392183e-20	0.000315457413249212	0.998738170347005	0	0.000315457413249212	0.000315457413249212	0.000315457413249212	0	0	0.000315457413249212	0.998422712933754	1.10061911389853e-19	0	0.98895899053628	0	0	0	0	0	0	0.000630914826498423	0	0.00126182965299685	0.000315457413249212	0	0.000630914826498424	0	0	0.999369085173502	0	0.996214511041009	2.75154778474634e-19	0	0	1.10096113351131e-19	0	0	0.000315457413249211	1.10061911389853e-19	0	0.000315457413249212	0.000630914826498423	0.997791798107256	5.62793272815425e-20	0.997476340694008	5.62793272815425e-20	5.62793272815425e-20	1	0	0.000315457413249212	0	0.995268138801261	0.99211356466877	0.000630914826498424	0	0	0	0	0.990220820189275	0	0.993375394321767	0	0.998738170347003	0.00126182965299685	0	0.000315457413249212	0.000630914826498423	0.000315457413249212	0	0.000630914826498423	0.000315457413249212	0.998107255520505	0	0	0	0	0	0	0	0	0.000315457413249212	0	0	0.000315457413249212	0	0.000315457413249211	0.000946372239747635	0	0.998107255520505	0.998422712933754	0.995899053627759	0.00189274447949527	0	0.000630914826498423	1.09993507467299e-19	0	0	0	0.00126182965299685	0	0.000315457413249212	0.996529968454259	0	0.999999999999999	1.66991075935662e-19	0.999369085173501	5.62793272815425e-20	1.10061911389853e-19	0.000630914826498423	5.86563635903041e-20	0	0.000315457413249212	1.66991075935662e-19	0.000630914826498423	0	0.000630914826498423	0.000630914826498424	0.000630914826498423	0.000630914826498423	1.11327383957108e-19	0.000315457413249212	0	0	0	0	0.998422712933754	0	0	0	0	0	1	0	0	0.997791798107255	0.000315457413249212	0	0.997791798107255	0.000315457413249212	0.000630914826498424	0	0.000315457413249212	0.998738170347004	0.000315457413249212	0.000315457413249212	0	0.996845425867508	0	1.66991075935662e-19	0	0.000946372239747635	0.999369085173503	0.000946372239747635	0.00157728706624605	0	0	0.000315457413249212	0.000315457413249212	0	5.42272096049138e-20	0.000315457413249212	0.915772870662459	0.000315457413249212	0.982649842271292	0	0	0	0	0	5.66555488555911e-20	0	0	0	0	1	0	0	0	0.000315457413249212	0.000315457413249212	0.000630914826498424	0.0236593059936908	0.00347003154574133	0	0.000315457413249212	0	0	0.000315457413249212	0.998738170347004	0.996845425867508	0	0.998422712933753	0.997476340694007	0.999369085173502	0.999369085173501	0.998422712933755	0.997791798107256	0.999684542586752	1	0.99968454258675	0	0	0.99652996845426	0.997160883280756	1	0.000315457413249212	0.000630914826498423	1.12558654563085e-19	0.996845425867508	0.000315457413249212	0.000946372239747633	0.00126182965299685	1	0	0.997791798107255	0.000315457413249212	1.10096113351131e-19	0	0.00157728706624605	1.10061911389853e-19	0.992429022082019	0	0	0	1.10061911389853e-19	1.10061911389853e-19	0.000315457413249212	0	0	0.000315457413249212	0	0	0.000315457413249212	0.00347003154574133
